Text,language
"Kumbh Mela 2021: 102 devotees test COVID-19 positive in Haridwar after ‘shahi snan’, says report.   https://t.co/TkovjG0LOf",en
"Here's how pro-government media covered that event, superimposed over footage of the Kumbh Mela. Yesterday India recorded 168,000 new COVID-19 cases. The government says safety rules are being followed, but this looks terrifying  https://t.co/ZUPbdN7HcK",en
Soni Razdan vents out her anger over devotees crowding at Kumbh Mela 2021 and flouting COVID-19 safety norms  https://t.co/q42lOQMr1n,en
"Kumbh Mela: 31 lakh devotees take holy dip on 'Shahi Snan', 26 test positive for Covid-19 | 10 points - Hindustan Times   https://t.co/thtYO2EQew  #NEWS INDIA",en
"With India caught in a deadly COVID-19 wave, the Kumbh Mela, one of the world's largest religious gatherings drawing tens of thousands is going ahead. But last year, the BJP attacked and vilified Muslims who attended a much smaller gathering in Delhi   https://t.co/iE5cqzHJOM",en
Kumbh Mela 2021: AI-enabled cameras to help Uttarakhand Police track Covid-19 violators  https://t.co/lis6FRIxRw,en
@ReallySwara @IndiaToday No doubt that it should be check that how much kumbh Mela is responsible for spreading Covid-19. But you make this comment in a slang ... Thats y I don't like your type of people. Shame on @ReallySwara  Your love for Muslim community and hate for Hindus  is truly one sided.  https://t.co/sWRyc7ITxn,en
@ReallySwara How the hell u know that Kumbh Mela devotees are Covid-19 carriers...? Pagal aurat...,en
Kumbh Mela 2021: 102 Devotees Test COVID-19 Positive in Haridwar #KumbhMela2021 #KumbhMela #Haridwar #Uttarakhand #COVID19 #Coronavirus  https://t.co/ZigKoVzaCo,en
We live in a country where a Jamaat was criticised last year for spreading Covid-19 around and there are special trains for Kumbh mela this year. No spread of corona in mela eh? 👏🏻👏🏻 #Bhaktslol  https://t.co/2DCF8jY9qo,en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins | New Scientist  https://t.co/GrrLZXzo1F,en
"Basic Covid-19 related protocols like wearing masks, thermal screening, and checking negative test reports have been ignored in the Kumbh Mela in Haridwar, where several lakhs of devotees are visiting each day.  #KumbhMela  https://t.co/GxrQ5WWUx0",en
"If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@isahilfarooqui @ShekharGupta When Tablighi jamaat happened covid 19 was new we didn't know the nature of the virus or how to treat, now we know how to handle the patient and treat better, when everything else is happening from election to travel without hinderance why stop kumbh mela",en
"@dhruv_rathee The duration of Kumbh Mela in Haridwar has been curtailed to just one month for the first time in its history in view of a recent surge in COVID-19 cases and it has been made mandatory for pilgrims to have a ""negative"" RT-PCR test report to attend the mega congregation.  https://t.co/QeZwq9LSxD",en
@Gurmel43889459 @VishalS60740044 @srivatsayb Kumbh Mela 2021: Shahi Snan today with Covid-19 norms in place  https://t.co/HMWkXsDrFI,en
"Covid-19 Jugaad:  Fake Negative Test Reports to take flights.  Fake Positive Test Reports to avoid Exams.  INR 600/- Vaccine sold at INR 12,000/- INR 6000/- Medicines sold at INR 26,000/- Kumbh Mela hapenning. Administration, like Kumbh-Karan, Sleeping!   Will we ever learn?",en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/HkS3frvwfi,en
Seriously! How can people gather for Kumbh mela despite the surge in COVID-19 cases and how is the government permitting to do so? 🙄,en
"Hundreds of thousands of people gather by the Ganges river for the Kumbh Mela, many of them flouting social distancing practices, as India racks up the world’s highest tally of new daily Covid-19 infections  https://t.co/5uPICgdYvZ",en
"WATCH: Hundreds of thousands of Hindu pilgrims take a dip in the Ganges river as part of the Kumbh Mela, the world’s largest religious gathering, despite COVID-19 infections rising at their fastest rate in India since the start of the pandemic.  🎥: AFP   https://t.co/UaayfwqoP7",en
"@tavleen_singh Because massive rallies, kumbh mela, travelling like cattle in trains and buses doesn't cause or spread Covid-19. But opening shops after 8pm does.",en
"Basic Covid-19 related protocols like wearing of masks, thermal screening of people and checking of negative test reports have gone for a toss at the Kumbh Mela in Haridwar.    https://t.co/SDigQGvMam via @scroll_in",en
"@sardesairajdeep @IndiaToday If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
🇮🇳 IDIOT NEWS 🇮🇳 2021-04-12 Millions travel to the Ganges for Maha Kumbh Mela while  Covid-19 is out of control.  https://t.co/Ij7OvRGfxi  #India #IdiotNews #MahaKumbhMela #Covid19 #Ganges,en
@PMOIndia @narendramodi credibility has been severely damaged by his actions to conduct state elections and Kumbh Mela with blatant disregard for Covid-19 safety standards. Those thali banging stupid Indians should take a hard look at themselves  https://t.co/uHHXxIbSNG,en
"India on Monday recorded 168,912 new Covid-19 cases as the coronavirus rampaged through multiple states amid public laxity in personal precautions, election rallies, the Kumbh Mela and what some health experts say are deficiencies in containment measures.   https://t.co/0JcqMQyOr7",en
"@rahuldev2 If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@rahulroushan If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
World is Watching Indian Religious Stupidity  Deutsche Welle: India holds Hindu festival Kumbh Mela despite COVID-19 fears   6/n: #COVIDIOTS #CoronavirusIndia #KumbhCorona   https://t.co/txQHfntU4G,en
"Con esa cantidad de casos de contagios por COVID-19 en las últimas 24 horas en la India, después del festival religioso Kumbh Mela de hoy sin duda empeorarán las cifras, de contagios y muertes, ya que se esperaban 5 millones de peregrinos en el Ganges. Al amanecer ya iban 650,000  https://t.co/ilgtrKYYfP",es
"World is Watching Indian Religious Stupidity  The conversation: India prepares for Kumbh Mela, world’s largest religious gathering, amid COVID-19 fears   2/n: #COVIDIOTS #CoronavirusIndia #KumbhCorona   https://t.co/2IYX94wmIP",en
"@jeffrulz1 @dhanyarajendran @vox_assamanipur @nistula @zoo_bear Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@ShekharGupta If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@deepsealioness @ndtv Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@Khan233Saeed @ndtv Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@ndtv Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@bhupenderc19 Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"Amid a monumental surge in COVID-19 cases, India’s going ahead with Kumbh Mela, a cyclical pilgrimage of epic ...  https://t.co/blkhJjdPGG #technewsupdate #technewsdaily #technewsisawesome #technewsupdates",en
"@ABPNews Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@ReallySwara Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or you are just a Hindu hater..",en
"Protest against Kumbh Mela is not acceptable Kumbha Mela cannot influence Covid 19, Maharashtra and Kerala had no Kumbhmela but govt failed to contain spread due to negligence. Auspicios occassion demolishes all evils including Covid-19",en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/C2Ye9hmMKJ,en
"Amid a monumental surge in COVID-19 cases, India’s going ahead with Kumbh Mela, a cyclical pilgrimage of epic ...  https://t.co/blkhJjdPGG #technewsupdate #technewsdaily #technewsisawesome #technewsupdates",en
"@INoorani10 @ProfNoor_ @allaq_7 @msjoha8 @hussain_hrw @nagrik25 @ShahlaTweets @MdKalim61085856 @Rayaan41 @Insaafparody111 @khanashraf045 Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
The Kumbh Mela  ...  Amid Strict Covid-19 Protocols  !!!  🤔🙄😳  https://t.co/EcFmm6GV1A,en
"Tens of thousands of Hindu devotees flouted social distancing rules as they gathered by the Ganges River for the start of the Kumbh Mela, one of the most sacred pilgrimages in Hinduism. India is experiencing its worst surge in new COVID-19 infections since the pandemic began.  https://t.co/S55tzvCSTX",en
"There is quite a bit of research indicating that Covid-19 does not spread efficiently outdoors. Seems like the new fashion is to chide whatever large crowd goes against one's ideology, whether it is farm protest or Kumbh Mela or election rally. Likely none is a superspreader",en
"On one hand, govt announces #TikaUtsav to control the spread of Covid-19. On the other hand, govt allows Kumbh Mela.  Basically, govt is like Ajit.  ""Raabert, isko liquid oxygen mein daal do. Liquid isko jeene nahi dega, oxygen isko marne nahi dega.""",en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/3NW54I8mNB,en
"#Internacionales  Más de 650,000 peregrinos se hacen presentes en el río Ganges en la ciudad de Haridwa de la India para tomar un 'baño sagrado' durante el festival 'Kumbh Mela'. Esto ocurre a pesar del incremento de nuevos contagios de COVID-19.  Video Reuters.  https://t.co/5rV31atwV4",es
Covid 19 and Kumbh Mela and election rally.  https://t.co/OJauNg2Vih,en
"#QhuboTV #Noticias | A pesar del incremento de nuevos contagios de covid-19, casi un millón de devotos hindúes en la ciudad de Haridwar, en el norte de la India, abarrotaron las orillas del río Ganges para tomar un baño sagrado durante el festival “Kumbh Mela”.  https://t.co/C4MTL7ojgo",es
Insanity. COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/pUnjPhJgY0,en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/MVXpnt2MNL,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/YWvca2tVct,en
"Amid a monumental surge in COVID-19 cases, India’s going ahead with Kumbh Mela, a cyclical pilgrimage of epic ...  https://t.co/blkhJjdPGG #technewsupdate #technewsdaily #technewsisawesome #technewsupdates",en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates | World News  https://t.co/riUutIDhlO,en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/JaBagjwvkU,en
"Why COVID-19 norms are not being followed, at Kumbh Mela. Why govt the not carrying any stringent regulations? At one place govt warns us to follow rules and at another place neglects them. #KumbhMela_CoronaHotspot #COVID19India #CoronavirusIndia #coronavirus #COVIDIOTS #COVID19",en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/2X641Tli9H,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/gEhMNrP2ty,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/KlOkvF05jC,en
@Creative_banna @Samriddhi0809 @ShekharGupta We have no shortage of dumb fucks.  The Jamaati event happened when there were like 500 some cases. Three days before the event even the government was taking covid-19 lightly.  Kumbh mela happened and was allowed when the cases were on severe rise.  Stop defending this shit.,en
"Moron, to enter in Kumbh Mela - person have to submit COVID-19 Negative Test result. Even if any visitor found positive they will not runaway - will take proper cure at Hospital or remain quarantine and surely they will never spit on Health workers. Apology my foot..",en
Picture of the day: Naga Sadhus gather at the Kumbh Mela with little regard for Covid-19 safety norms  https://t.co/DlXIv7oxQZ via @indiatoday,en
😭 COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/zFkXJZOHCy  https://t.co/vQoZe7p8Pn,en
"Millions arrive for Hindi festival of Kumbh Mela, which has gone ahead despite rising Covid-19 cases in India #KumbhMela #Ganges #IndiaNews",en
"@ReallySwara @IndiaToday If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
*British govt to Modi govt — How Kumbh Mela has been organised through epidemics*   This year’s Kumbh Mela takes place amid fears that a massive gathering like this could turn out to be a Covid-19 super-spreader event.   https://t.co/e0hcahbEDe,en
"COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates | World News -  https://t.co/bUnEfbvZEh  They have gathered in their millions in the temple town of Haridwar, in Uttarakhand. Hindu pilgrims have come to celebrate Maha...  https://t.co/zSX15GsJwD",en
"@belikevinayak @LogicalHindu_ @HemanNamo They used a CH Satire conversation room by the name “kumbh mela...hindu khatre mein hai” Govt of india is walking a tight rope in maintaining a safety, harmony, democracy and economic revival in the battle against COVID-19",en
"Tens of thousands of Hindu devotees flouted social distancing rules as they gathered by the Ganges River for the start of the Kumbh Mela, one of the most sacred pilgrimages in Hinduism. India is experiencing its worst surge in new COVID-19 infections since the pandemic began.  https://t.co/5gxzsTSWav",en
Covid-19 en Inde : des milliers de personnes rassemblées pour la Kumbh Mela en dépit de la pandémie  https://t.co/PSqPAV7cVH via @YouTube,fr
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/LaFbyhKhA7,en
Not Enough People Are Talking About Kumbh Mela Crowding As India Overtakes Brazil In COVID-19 Cases #kumbhmela #haridwar #mahakumbh #covid19   https://t.co/HJ63Z6gX51,en
"@ReallySwara If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@RanaAyyub If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@ReallySwara @IndiaToday If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/hYE956hr2o,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates | World News  https://t.co/Flhl6UiT4U,en
'They are same people who defamed Tablighi Jamaat': Maharashtra minister slams Kumbh Mela amid COVID-19 surge | India News   https://t.co/NyTvPNGmnQ,en
Dear #FarmersProtest Nerves are frayed all over the country due to Covid 19. Your protest is a thorn in Modi's flesh. With the kumbh mela super spreader he will try to kill two birds with one stone and Target the protest. Please take preventive action #IStandWithFarmers,en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/UZ2SnLRJn8,en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates | World News  https://t.co/Flhl6U1idm,en
"🇮🇳 | INDIA  A pesar del incremento de nuevos contagios de COVID-19, casi un millón de devotos hindúes en la ciudad de Haridwar, en el norte de la India, abarrotaron las orillas del río Ganges para tomar un baño sagrado durante el festival 'Kumbh Mela'.    https://t.co/OzJKgVOsx4",es
British govt to Modi govt  How Kumbh Mela has been organised through epidemics #govt #ModiGovt #modi #KumbhMela2021 #india #HaridwarMahakumbh2021 This year’s Kumbh Mela takes place amid fears that a massive gathering like this could turn out to be a Covid-19 super spreader event  https://t.co/fNw92mwoN2,en
"hi guys, what are your thoughts on Kumbh Mela during COVID-19?",en
"On one hand, govt announces TikaUtsav to control the spread of Covid-19. On the other hand, govt allows Kumbh Mela.  Basically, govt is like Ajit.  ""Raabert, isko liquid oxygen mein daal do. Liquid isko jeene nahi dega, oxygen isko  marne nahi dega.""",en
news_sky: 'COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates '  https://t.co/eTykSvVBt4,en
@ANI Chuslam.... Only negatives to COVID-19 are allowed to enter into Kumbh Mela.  https://t.co/JrMIh7HRsr,en
"More than one lakh devotees gathered in Uttarakhand's Haridwar for Kumbh Mela. As people gathered in the bank of Ganges, the Covid_19 protocols were violated.   Read:  https://t.co/r75qanKyhh #Uttarakhand #KumbhMela2021 #covid  #tnec  https://t.co/iGruZehzTE",en
COVID-19: Millions of Indians travel to celebrate Maha Kumbh Mela despite rising coronavirus rates  https://t.co/a4pgTHQFW8,en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins. Read more:  https://t.co/FqsbR4Fqlu,en
Covid 19 cases are skyrocketing in india and we are having kumbh mela and board exams admist of this catastrophic crisis why is our government being so irresponsible #cancelboardexams2021 #CoronavirusIndia #KumbhMela2021 @narendramodi @PMOIndia,en
Not Enough People Are Talking About Kumbh Mela Crowding As India Overtakes Brazil In COVID-19 Cases  https://t.co/w3aZa6cayD,en
"@RubikaLiyaquat @TIRATHSRAWAT Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
Covid-19 news: Cases in India hit record high as Kumbh Mela begins  https://t.co/sTEucRLi5b,en
@newscientist Please don't try to communalize your news post by linking Kumbh Mela with the rise in Covid-19 cases. Maharashtra is contributing to &gt;50% of the new cases each day in India.,en
@ShekharGupta Weird measuresTo rein in Covid-19 clockg almost1.87Lac active new cases daily;Last yrOur countryside was safer than citiesBut electn rallies&amp;Kumbh Mela r sureTo infectThe rural populatn;Kumbh could hv bn suspended&amp;electiong thru Socl Media might hv bnUsed. HUMAN LIFE IS PRECIOUS.,en
Covid-19 news: • Cases in India hit record high as Kumbh Mela begins • India bans export of antiviral drug remdesivir due to increased demand as infections surge • Covid-19 vaccines to be rolled out to people over 40 in England this week   https://t.co/8geLTgEuAM  https://t.co/VwY4rbLeoJ,en
"@bhupenderc19 If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
India had nearly 170.000 new COVID-19 cases yesterday. Over 3 million #COVIDIOTS assembled in the Haridwar Kumbh Mela today.  https://t.co/Dj6FgcSMpm,en
"🔴 Covid-19: Hindistan'da salgına rağmen, milyonlarca insan kutsal gün için nehirde yıkandı Hindistan'da Covid-19 salgını devam ederken, milyonlarca Hindu, kutsal Kumbh Mela gününde Ganj nehrine girmek için Uttarakhand eyaletine bağlı Haridwar şehrine ...  https://t.co/Su9Dg3n1fw  https://t.co/D1Ijx932Lm",tr
"@VishalDamodar11 @ShekharGupta @zainabsikander Brorher .. this Chacha was never bothered about the farmer protests and lakhs of gatherings which also might have contributed to spreading Covid-19 in India, then he should also not speak the Kumbh Mela.",en
COVID-19 NEWS • Haridwar: Crowds Surging At Kumbh Mela As India Overtakes Brazil In Covid Cases  https://t.co/WJMaLqaQWL,en
Covid-19 en Inde : des milliers de personnes rassemblées pour la Kumbh Mela en dépit de la pandémie  https://t.co/IecXUXDVUU,fr
For the people who were claiming that all the kumbh attendees have been tested for covid 19 prior to attending the kumbh mela.  #KumbhMela   https://t.co/7rmPjpjHcg,en
Why centre government not issuing necessary and strict orders to Uttranchal government to follow Covid-19 appropriate behaviour in Kumbh Mela. It is sheer negligence and we should be ready to face the catastrophe consequences of this also.,en
Kumbh Mela is responsible for surge in COVID-19 cases in Maharashtra!,en
Not Enough People Are Talking About Kumbh Mela Crowding As India Overtakes Brazil In COVID-19 Cases  https://t.co/CXgiwdRz3f,en
Kumbh Mela: Uttarakhand Police Use 'Artificial Intelligence' To Regulate COVID-19 Rules Violators  https://t.co/c13g0NyLDh #ai #ml #dl,en
"Kumbh Mela"", or the Pitcher Festival, amidst the spread of the coronavirus disease (COVID-19), in Haridwar, India. #KumbhMela @Reuters  https://t.co/hnNF8hOLRV",en
"@iamasjadraza7 Kumbh Mela Covid Super Spreader  “If the government does not decide to end Kumbh before the stipulated time, it may become a COVID-19 ‘super spreader’,” a member in a high-level meeting was quoted by ANI  Govt  unwilling ???????",en
@PMOIndia on going kumbh mela in this pandemic shows how much u care for covid 19 pandemic. Election rallies in 5 states can't we stop this. Sir pandemic is dangerous in maharashtra people dying for want of ICU or oxygen beds. People treated on floor below trees etc please stop,en
"Today, Hindus &amp; Non-Hindus are blaming the public gathering for 'Kumbh Mela' and are considering it as the main reason for surge in Covid-19 cases.",en
Congratulations Mr Modi!   Haridwar: Crowds surging at Kumbh Mela as India overtakes Brazil in Covid cases  Several million Hindus have gathered to take a dip in the Ganges river as a deadly second Covid-19 wave continues to sweep India.  #KumbhMela   https://t.co/Som4NcTGfp,en
Haridwar: Crowds surging at Kumbh Mela as #India overtakes #Brazil in #Covid_19 cases  https://t.co/6gznZR35ry,en
"Don’t compare Kumbh Mela to Markaz event: Uttarakhand CM Tirath Singh Rawat There are two kinds of Covid-19 ‘super spreaders’, and it depends on which side of the political, and religious divide the people find themselves  https://t.co/BEB8D1mTIP",en
"“Nobody will be stopped in the name of Covid-19 as we are sure the faith in God will overcome the fear of the virus”: Rawat!!  Tens of thousands of people have gathered for Maha Kumbh Mela, even though India is witnessing its most severe COVID-19 outbreak!  https://t.co/NnhFohyIQW",en
Kumbh Mela: Lakhs take dip in Ganga amid rising Covid-19 cases  https://t.co/hokIdRaS7s via @TheSiasatDaily,in
"Kumbh mela and election rallies are fine, just don't eat while on a plane as there is a high risk of you catching Covid-19. Also wear mask while driving alone in a car cause Corona 🤷🏻‍♂️🤦🏻‍♂️.",en
"⚡️ Son bir haftadır dünya genelinde en fazla Covid-19 vakası bildiren Hindistan'da yüz binlerce kişi, Kumbh Mela Festivali nedeniyle Ganj Nehri kıyısında toplandı  https://t.co/ULKC0Zyirx",tr
@bhairavigoswami Well he is leading in spreading from the front in Kolkata at this moment. Indian Politics and Religion vaccine makes this Covid-19 virus immune to humans. You can even check Maha Kumbh Mela 2021 going on in Haridwar too😝,en
"Coronavirus at Kumbh Mela 2021, around 300 COVID-19 cases reported from Haridwar in last 4 days   https://t.co/58qYIIeEJp  Download the Zee News App now:  https://t.co/mD04s6pkbx  -Shared via ZeeNews",en
"At a time when the coronavirus disease @COVIDNewsByMIB  (Covid-19) is again spreading fast across the country, events like the Kumbh Mela pose a particular concern for the authorities. . . #news #KumbhMela2021 #kumbh #HaridwarMahakumbh2021 #Haridwar #Twitter  https://t.co/FOTfloQcF7",en
Kumbh Mela 2021: Covid-19 Violations and Millions Without Mask less; Check Full Story: #KumbhMela2021 #kumbh #KumbhCorona #KumbhMela    https://t.co/yRRzdTtW5O,en
"Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@HARSHVA58533159 @PTI_News Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"@PTI_News Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
"Uttarakhand Govt has permitted the Kumbh Mela to proceed with strict rules and regulations.   A Covid-19 negative RT-PCR report, not more than 72 hours prior to arrival, has been mandatory for attending the festival.    https://t.co/fdqWcYVb5U",en
"A Naga Sadhu, or Hindu holy man, wears a mask before the procession for taking a dip in the Ganges river during Shahi Snan at ""Kumbh Mela,"" or the Pitcher Festival, amid the spread of COVID-19, in Haridwar, India, April 14, 2021. 📸 @DanishPix  https://t.co/MfK9YuzNLn",en
"On one hand, govt announces Tika Utsav to control Covid-19. On the other hand, govt allows Political rallies &amp; Kumbh Mela.  Basically, govt is like Ajit Khan from movie Zanjeer.  ""Raabert, isko liquid oxygen mein daal do, liquid isko jeene nahi dega, oxygen isko marne nahi dega.""",en
#TablighiJamaat last year media blamed them as if they were the main reason for the spread of covid 19. Now when kumbh mela is going on where so where our media houses.,en
"'കോവിഡ് മാനദണ്ഡങ്ങൾ കടലാസ്സുകളിൽ പാലിച്ച് ബിജെപിയുടെ  'കുഭമേള'.  Over 21 Lakh Devotees Take ‘Snan’ in Kumbh Mela Amid COVID Surge  The crowd, to take a holy dip, gathered at the Har ki Pauri ghat violating all COVID-19 norms.   https://t.co/RxC6qThKYR",et
"India is in an alarming stage of COVID 19 &amp; allowing Kumbh Mela + Elections at W.Bengsl is undoubtedly absurd &amp; criminal?  #SupremeCourt suo moto?  Guilty must be prosecuted? @ECISVEEP   2nd wave COVID 19, invited to kill billions?   @Suhelseth @RajThackeray @OfficeofUT @BDUTT  https://t.co/qzIhjjEwbB",en
"Maha Kumbh Mela, one of the largest religious gatherings in the world, even though India is currently witnessing its most severe COVID-19 outbreak since the pandemic began. #FaithOverFear   https://t.co/Rt3NAdGHXe",en
#SatireCheck- Digitally altered image shared to claim WHO said Kumbh Mela will not spread COVID-19 ✅  @WHO @WHOSEARO #Satire #KumbhMela2021 #kumbh #KumbhCorona   WhatsApp No-  9049053770  https://t.co/kRsWNvDRlC,en
"Crowds gathering at #KumbhMela2021 as #India overtakes #Brazil in Covid cases  Despite the country’s struggling situation with the COVID-19 surge, more than 21 lakh people took ‘Snan’ in and around the Kumbh Mela area till noon on Monday, 12 April.  https://t.co/8TGKfj8zHC",en
"The Kumbh Mela in Uttarakhand is spreading Covid_19 all over India, but the Modi government's prime minister, Amit Shah's home ministry, the health ministry, and the police to the media are all ignoring this heinous crime. #KumbhMela_CoronaHotspot  https://t.co/ulh6xv1iYR",en
"Malgré le covid-19, la Kumbh Mela célébrée avec passion et inquiétude en Inde  https://t.co/Z3mn2G5y40  https://t.co/RuT0IOBG9I",fr
"@dhruv_rathee Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
@ndtv The Hypocrisy Sycophantcy of BJP-RSS Government&amp;It's Health Minister Dr. Harshavardhan Noted By World countries Direct Evidence of Kumbh Mela Defying WHO UNO UNHRC Guidelines Precautions of Covid-19 in India🇮🇳 Allowing Spreading of Covid-19 India World over @WHO @DrTedros @UNO,en
"For those raising questions on Kumbh Mela. Read that headline again and again.  And yes, we don't spit on people or attack COVID-19 workers. @ArvindKejriwal @INCIndia @RahulGandhi #Jihadis #TablighiJamaat #TMC @yadavakhilesh @ReallySwara #Secularism  https://t.co/32xlp0HKqC",en
@ndtv List of non essential through which covid 19 can spread even more - *election rally *kumbh mela(though government says negative test is taken) *farmer protest *friday namaj(specially in UP where large gathering for yati ji beheading),en
"@ShekharGupta @zainabsikander And one more thing... you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"If you were not blaming Rakesh Tikait and the farmer protests for spreading Covid-19 in India, then shut the hell up about the Kumbh Mela.",en
"@EconomicTimes Maha Kumbh Mela could have been cancelled  for the sake of control over covid-19. In Odisha, government imposed 144 at Jajpur Town ""Baruni "" holy bath to avoid embarrassment for covid-19 get good response from public. It's the difference between BJP and Non-BJP government.",en
@captsinghjs Are sir ji....Jara kumbh mela ki entry KE liye Jo mandatory hai wo dekh lo......- negative report of Covid 19,hi
"By the way COVID-19 not happening in massive gathering like election rallies &amp; Kumbh Mela, Is it right??? Pic source: @BBCHindi  https://t.co/dCyEeQxLWY",en
"RT FrustIndian: Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with…",en
